State,Crop,Season,Area,Annual_Rainfall,Fertilizer,Yield
Odisha,soybean,Zaid,5.11,2215.8,268.46,53.53
Haryana,cotton,Zaid,18.54,1216.1,178.41,42.33
Tamil Nadu,cotton,Zaid,17.64,1606.63,223.2,32.87
Odisha,rice,Zaid,11.54,748.35,296.04,46.88
West Bengal,cotton,Kharif,13.25,738.49,303.0,38.91
Bihar,sugarcane,Zaid,14.35,1709.35,303.39,97.65
Karnataka,wheat,Kharif,15.72,2951.03,274.39,63.04
Tamil Nadu,tea,Kharif,14.58,2634.52,86.75,45.82
Haryana,turmeric,Kharif,4.21,1192.48,132.3,40.14
Telangana,coriander,Rabi,17.47,2994.33,48.47,44.18
Maharashtra,soybean,Rabi,17.54,337.01,138.27,33.52
Odisha,tea,Kharif,5.8,863.06,268.24,36.08
Maharashtra,cumin,Rabi,19.34,867.16,322.65,32.15
Tamil Nadu,coffee,Kharif,11.3,2265.52,239.84,41.54
Odisha,sugarcane,Kharif,4.49,1097.97,107.13,79.92
Kerala,wheat,Zaid,4.64,562.66,148.18,39.14
Telangana,coffee,Kharif,2.84,2626.42,209.28,49.59
West Bengal,ginger,Kharif,3.29,2794.17,269.64,56.78
Karnataka,turmeric,Zaid,2.39,905.73,204.2,39.11
Bihar,coriander,Kharif,16.69,1069.77,144.63,31.64
Bihar,groundnut,Rabi,4.31,1794.45,292.37,49.36
Odisha,coriander,Rabi,3.61,628.58,271.24,29.48
Andhra Pradesh,pulses,Rabi,0.66,2119.91,102.62,33.84
Kerala,maize,Zaid,7.47,2088.37,40.11,40.31
Assam,sugarcane,Kharif,1.14,2721.72,262.03,101.99
Karnataka,ginger,Kharif,6.33,2727.61,274.6,57.91
Karnataka,maize,Rabi,4.71,570.36,296.03,41.26
Madhya Pradesh,millet,Zaid,6.97,1808.52,181.71,41.67
Punjab,pulses,Rabi,12.34,2345.8,249.92,49.16
Maharashtra,ginger,Zaid,11.56,372.47,107.12,26.41
West Bengal,tea,Rabi,19.74,2243.06,43.39,40.57
Odisha,wheat,Zaid,2.01,2660.42,115.9,55.25
Assam,soybean,Zaid,14.46,1911.1,143.69,48.8
Tamil Nadu,soybean,Zaid,18.34,2685.01,123.97,50.76
Assam,maize,Kharif,17.19,539.41,128.8,34.94
Assam,ginger,Rabi,19.46,1402.77,137.32,44.93
Maharashtra,sugarcane,Rabi,13.75,679.72,141.48,83.9
Telangana,cotton,Zaid,9.22,1634.98,194.38,33.31
Assam,ginger,Rabi,0.52,449.5,251.56,37.67
Maharashtra,wheat,Kharif,13.5,2698.66,220.46,62.05
Assam,coffee,Rabi,17.8,2913.74,192.79,47.07
Kerala,sugarcane,Rabi,14.75,2703.95,47.23,96.03
Karnataka,millet,Kharif,18.72,300.49,329.13,33.1
Andhra Pradesh,groundnut,Kharif,16.05,2569.6,267.91,58.89
Odisha,coriander,Kharif,18.75,2312.57,217.16,48.81
West Bengal,cotton,Kharif,11.85,1551.16,141.02,37.57
Andhra Pradesh,millet,Kharif,1.29,2948.74,62.72,41.45
Bihar,pulses,Rabi,13.75,2108.94,100.9,32.31
Karnataka,chilli,Zaid,11.48,2528.15,214.12,53.71
Odisha,cotton,Rabi,18.97,2823.73,215.86,46.53
Haryana,sugarcane,Zaid,11.68,993.61,189.91,80.53
Rajasthan,rice,Rabi,19.16,905.02,342.7,51.99
Telangana,pulses,Rabi,5.58,2983.63,268.1,53.7
Odisha,coffee,Zaid,11.47,2847.28,57.22,44.29
Tamil Nadu,cumin,Zaid,10.43,824.11,115.07,25.62
Haryana,wheat,Kharif,9.26,2945.8,87.32,58.63
Karnataka,coffee,Zaid,1.93,1142.37,142.45,31.67
Odisha,wheat,Rabi,9.29,814.21,271.13,44.87
West Bengal,wheat,Rabi,10.31,1249.4,58.61,42.28
Bihar,tea,Zaid,17.66,2915.77,266.23,54.64
Madhya Pradesh,wheat,Zaid,9.72,1127.99,251.28,47.35
Tamil Nadu,ginger,Zaid,16.9,1347.98,191.78,39.38
Haryana,sugarcane,Rabi,18.35,2410.4,313.18,104.11
Maharashtra,maize,Rabi,14.7,1141.97,164.65,41.26
Kerala,coriander,Rabi,7.53,2818.86,163.63,43.75
Tamil Nadu,cumin,Kharif,4.71,1090.06,81.41,28.64
Telangana,soybean,Kharif,9.35,2456.7,179.96,49.02
Maharashtra,rice,Zaid,7.52,983.86,270.82,50.4
Andhra Pradesh,maize,Zaid,18.03,2910.86,215.72,51.09
Karnataka,rice,Kharif,11.55,1093.6,131.48,42.93
Andhra Pradesh,coriander,Zaid,19.49,2718.63,63.71,41.09
Uttar Pradesh,pulses,Kharif,3.91,1409.08,164.05,27.77
Andhra Pradesh,coriander,Zaid,3.15,1826.66,237.53,45.0
Maharashtra,pulses,Kharif,17.98,965.93,126.91,28.59
Haryana,turmeric,Kharif,3.96,2432.61,239.83,48.9
Andhra Pradesh,rice,Rabi,2.72,1373.81,205.12,50.11
Punjab,pulses,Zaid,2.18,1339.49,262.06,30.04
Bihar,cumin,Rabi,0.83,833.1,246.49,31.46
Tamil Nadu,sugarcane,Zaid,16.48,2793.18,140.65,99.03
Rajasthan,ginger,Rabi,14.18,2603.6,63.53,44.68
Maharashtra,turmeric,Rabi,6.25,1535.04,282.71,49.91
Telangana,sugarcane,Kharif,19.18,2032.72,48.53,87.35
Kerala,coffee,Rabi,14.52,2608.05,343.52,49.04
Telangana,wheat,Zaid,10.03,1160.57,173.34,43.8
Punjab,sugarcane,Zaid,6.48,431.94,335.16,85.54
Rajasthan,soybean,Rabi,16.91,2464.66,293.16,54.89
Uttar Pradesh,groundnut,Kharif,18.77,2061.24,316.88,57.21
Madhya Pradesh,rice,Rabi,12.09,1799.62,211.15,49.16
Maharashtra,chilli,Kharif,12.45,1465.93,300.67,42.67
Telangana,ginger,Zaid,3.59,2438.81,116.64,48.5
Karnataka,maize,Rabi,0.78,1468.43,242.1,43.62
Odisha,coffee,Kharif,11.33,409.88,199.11,29.91
Tamil Nadu,pulses,Rabi,6.8,1742.82,126.85,33.15
West Bengal,sugarcane,Kharif,15.56,2773.49,54.2,90.5
Punjab,turmeric,Rabi,12.94,452.07,334.05,37.73
Telangana,pulses,Zaid,17.22,2816.45,306.77,46.32
West Bengal,wheat,Rabi,6.85,2274.55,61.27,47.83
Telangana,sugarcane,Rabi,15.08,2832.33,237.66,101.55
Rajasthan,ginger,Zaid,3.0,1605.18,171.13,39.81
Punjab,ginger,Zaid,17.99,2238.82,343.9,57.64
Bihar,soybean,Zaid,11.26,1088.83,259.85,42.25
Maharashtra,cumin,Zaid,18.68,1433.36,335.48,34.57
Andhra Pradesh,tea,Zaid,19.82,2613.37,84.53,49.24
Bihar,cotton,Zaid,2.93,1961.04,339.65,50.61
Madhya Pradesh,pulses,Rabi,17.0,564.88,162.12,26.91
Odisha,soybean,Rabi,6.22,1365.81,159.58,47.95
West Bengal,cumin,Rabi,14.0,543.59,159.7,25.93
Punjab,cumin,Kharif,15.44,2086.71,177.7,35.83
Odisha,ginger,Rabi,0.61,886.39,82.74,35.31
Telangana,coriander,Zaid,6.95,1733.8,114.96,37.55
Haryana,turmeric,Rabi,6.49,2990.2,323.69,67.58
Andhra Pradesh,groundnut,Kharif,5.58,1573.5,134.98,48.04
Rajasthan,cotton,Kharif,14.78,775.07,320.25,37.7
Tamil Nadu,turmeric,Rabi,19.5,1116.99,153.37,40.53
Haryana,coriander,Rabi,8.19,2106.67,60.59,45.94
Telangana,maize,Zaid,16.52,1384.73,259.8,50.57
Tamil Nadu,coffee,Rabi,15.36,2894.03,229.87,46.47
Telangana,soybean,Kharif,12.8,1113.32,59.69,33.46
Uttar Pradesh,coriander,Rabi,8.75,1352.98,172.34,35.47
Rajasthan,maize,Rabi,18.98,1064.7,72.35,33.27
Bihar,cumin,Kharif,1.39,314.98,242.08,24.78
Assam,pulses,Rabi,3.65,863.34,138.04,28.86
Punjab,pulses,Kharif,3.45,692.45,322.18,35.98
Haryana,millet,Kharif,9.92,1980.93,317.53,51.68
Uttar Pradesh,pulses,Zaid,18.59,2816.57,161.49,51.81
Haryana,soybean,Kharif,2.36,1070.19,135.03,39.3
Odisha,maize,Rabi,2.98,2201.86,50.47,44.29
Odisha,maize,Kharif,13.96,1976.45,42.52,44.09
Bihar,groundnut,Rabi,15.41,2832.24,293.17,58.56
Haryana,turmeric,Rabi,9.63,2597.56,126.79,53.64
Uttar Pradesh,soybean,Kharif,17.51,2325.75,126.11,47.12
Haryana,millet,Rabi,18.56,1756.2,56.96,38.25
Tamil Nadu,sugarcane,Zaid,6.1,678.68,179.23,78.45
Kerala,wheat,Kharif,3.53,505.73,159.35,37.89
Tamil Nadu,coffee,Zaid,17.15,1999.23,63.08,35.34
Uttar Pradesh,sugarcane,Rabi,8.65,550.47,247.36,81.48
Andhra Pradesh,soybean,Kharif,3.39,2585.05,215.36,51.43
Rajasthan,tea,Rabi,13.44,1004.54,244.33,41.06
Haryana,ginger,Zaid,9.46,1260.47,187.97,38.81
Rajasthan,coffee,Zaid,5.16,917.93,205.52,33.05
Madhya Pradesh,coffee,Rabi,18.47,1175.0,283.55,39.82
Uttar Pradesh,coriander,Zaid,11.35,2232.08,127.69,39.2
West Bengal,rice,Kharif,9.44,2913.96,277.38,61.37
Assam,cotton,Zaid,16.71,1560.15,313.64,41.2
Haryana,turmeric,Kharif,4.15,1702.28,42.17,36.12
Karnataka,rice,Kharif,11.49,2106.19,241.5,53.65
West Bengal,coriander,Kharif,5.61,638.6,168.98,27.94
Odisha,cotton,Zaid,10.1,1452.61,123.15,28.96
Madhya Pradesh,soybean,Zaid,12.48,2883.01,289.76,61.54
Rajasthan,sugarcane,Rabi,8.26,573.23,292.19,86.58
Odisha,rice,Zaid,10.48,1712.98,137.25,48.67
Haryana,sugarcane,Kharif,16.68,757.53,43.65,80.73
Maharashtra,tea,Zaid,3.55,881.47,259.37,36.23
Telangana,turmeric,Kharif,15.01,1103.29,327.8,43.92
Rajasthan,sugarcane,Rabi,13.11,1224.17,259.49,91.65
Uttar Pradesh,pulses,Rabi,13.88,475.78,79.36,23.58
Kerala,cumin,Kharif,9.13,1024.24,137.97,29.29
Haryana,wheat,Kharif,15.88,1114.8,63.52,35.5
Odisha,cotton,Zaid,13.14,1586.18,158.53,44.73
Bihar,cotton,Zaid,13.11,2297.33,336.78,46.78
Telangana,cumin,Kharif,6.73,1323.64,45.8,26.73
Haryana,ginger,Kharif,12.99,2911.91,192.37,51.96
Maharashtra,maize,Kharif,4.49,2148.84,327.87,52.62
Telangana,cotton,Rabi,10.59,2543.48,87.8,45.55
Bihar,groundnut,Rabi,9.29,627.32,259.66,39.47
Madhya Pradesh,soybean,Zaid,17.46,2971.77,230.84,55.43
Punjab,groundnut,Rabi,11.21,854.11,340.35,49.77
Andhra Pradesh,coriander,Kharif,19.48,977.64,110.99,38.03
Rajasthan,wheat,Rabi,1.31,1291.47,303.06,52.17
Assam,tea,Zaid,12.77,870.12,97.58,34.44
West Bengal,maize,Zaid,8.82,1540.9,152.06,44.57
Tamil Nadu,sugarcane,Rabi,12.85,1028.23,69.68,82.4
Punjab,turmeric,Rabi,1.86,1727.73,74.14,42.68
Madhya Pradesh,soybean,Kharif,16.81,1303.29,56.1,35.41
Rajasthan,millet,Kharif,5.31,2696.14,47.39,37.92
Tamil Nadu,maize,Rabi,14.32,1091.0,130.59,32.84
Odisha,wheat,Zaid,9.76,1431.4,186.42,48.58
Bihar,tea,Rabi,11.66,978.48,272.28,39.26
Assam,cumin,Rabi,1.83,744.78,334.91,33.38
Andhra Pradesh,maize,Rabi,1.76,356.62,183.95,36.16
Maharashtra,cotton,Rabi,6.74,2414.99,292.79,49.55
Bihar,cumin,Kharif,18.85,1748.57,58.88,31.21
West Bengal,coriander,Zaid,17.07,2721.16,320.18,53.76
Haryana,maize,Rabi,14.96,1206.22,258.22,47.65
Uttar Pradesh,tea,Zaid,1.66,2592.46,145.1,43.79
West Bengal,groundnut,Zaid,4.36,2659.44,185.77,56.26
Bihar,cotton,Zaid,8.54,1761.97,124.36,39.19
Rajasthan,cumin,Kharif,9.21,729.69,145.13,20.57
Tamil Nadu,turmeric,Zaid,1.7,889.28,53.29,37.94
Kerala,coriander,Kharif,14.76,2438.11,122.38,43.34
Uttar Pradesh,pulses,Rabi,7.55,959.65,71.03,26.93
Punjab,millet,Rabi,7.23,1437.24,317.86,44.83
Uttar Pradesh,coriander,Kharif,13.55,2571.94,152.99,48.53
Tamil Nadu,cotton,Rabi,15.51,1738.71,178.01,40.16
Telangana,chilli,Rabi,4.63,2458.75,320.31,48.92
Rajasthan,groundnut,Rabi,18.99,2854.53,43.75,54.97
Karnataka,pulses,Kharif,8.67,2524.31,328.7,48.96
Odisha,groundnut,Kharif,15.77,1167.47,87.17,36.43
Odisha,groundnut,Zaid,3.94,1190.63,64.34,33.84
Tamil Nadu,groundnut,Zaid,2.6,1898.51,291.78,55.67
Bihar,sugarcane,Rabi,19.65,2407.59,40.36,87.26
Andhra Pradesh,turmeric,Kharif,7.98,1072.06,106.78,35.28
Punjab,pulses,Zaid,8.24,864.6,331.53,33.1
Rajasthan,turmeric,Zaid,5.6,1181.87,230.42,37.53
Assam,tea,Zaid,13.89,471.73,250.99,34.07
Punjab,rice,Rabi,19.82,1677.62,64.22,46.58
Andhra Pradesh,rice,Rabi,2.98,604.39,281.75,47.68
Odisha,ginger,Rabi,13.04,558.25,51.48,28.97
Odisha,ginger,Kharif,7.6,658.07,130.98,33.83
Madhya Pradesh,pulses,Rabi,9.55,2749.05,338.77,46.91
Karnataka,cotton,Zaid,15.92,1222.18,254.93,42.2
Odisha,ginger,Kharif,4.89,928.39,339.26,46.45
Assam,pulses,Rabi,5.79,932.53,247.44,26.83
West Bengal,coffee,Kharif,7.07,1910.73,75.56,34.37
Tamil Nadu,cotton,Rabi,14.92,2618.07,140.18,46.63
Kerala,groundnut,Zaid,19.85,1307.37,107.07,40.65
Andhra Pradesh,maize,Rabi,16.07,2395.32,321.97,54.96
Kerala,cumin,Rabi,11.13,489.79,50.71,18.97
Maharashtra,wheat,Zaid,19.48,2603.15,124.35,57.17
West Bengal,cumin,Kharif,14.51,2837.34,133.29,41.08
Andhra Pradesh,cotton,Zaid,15.02,1391.52,302.49,35.51
Karnataka,chilli,Kharif,16.06,370.81,50.13,26.75
Punjab,turmeric,Kharif,7.55,1044.74,207.91,46.86
Madhya Pradesh,cotton,Kharif,18.78,1748.98,111.63,33.57
Uttar Pradesh,soybean,Kharif,12.96,1340.66,116.12,42.47
Uttar Pradesh,soybean,Rabi,8.6,2185.6,326.41,55.39
Bihar,rice,Zaid,11.84,1235.42,110.07,39.58
Tamil Nadu,groundnut,Zaid,12.09,1362.43,242.35,45.89
Madhya Pradesh,coffee,Rabi,13.05,2065.54,276.72,44.38
Bihar,chilli,Zaid,19.8,1532.66,323.61,49.74
Karnataka,rice,Zaid,19.91,1012.24,244.13,53.15
Haryana,cumin,Kharif,11.09,673.37,44.52,23.26
Madhya Pradesh,millet,Kharif,15.65,1039.4,140.41,28.4
Madhya Pradesh,groundnut,Rabi,16.64,1664.69,283.49,50.98
Kerala,millet,Rabi,11.07,2584.73,308.65,53.07
Telangana,chilli,Rabi,8.79,2113.12,124.79,41.03
Rajasthan,ginger,Rabi,18.57,303.47,120.44,27.92
Karnataka,maize,Rabi,19.29,719.69,313.97,47.54
Odisha,groundnut,Zaid,15.48,2516.64,79.91,51.27
West Bengal,cotton,Kharif,11.66,1469.01,261.65,42.2
Kerala,rice,Kharif,6.74,1887.13,258.3,54.19
Tamil Nadu,rice,Rabi,15.27,1208.58,211.59,49.36
Assam,coffee,Zaid,9.74,2469.1,105.68,44.72
Uttar Pradesh,coriander,Zaid,3.14,1015.01,104.73,33.81
Haryana,coffee,Kharif,7.71,1614.08,332.36,43.7
Rajasthan,turmeric,Zaid,9.89,2279.76,207.94,48.5
Assam,rice,Kharif,17.24,2414.47,202.63,57.89
Telangana,wheat,Zaid,15.45,1545.67,227.79,53.95
Punjab,millet,Rabi,13.27,2037.83,193.23,45.57
Uttar Pradesh,turmeric,Kharif,14.05,899.14,139.39,34.36
Odisha,maize,Kharif,4.15,2294.52,281.07,54.95
Assam,cotton,Kharif,15.58,2622.84,277.97,50.17
Haryana,groundnut,Rabi,3.3,2490.85,292.35,53.88
Uttar Pradesh,millet,Kharif,14.99,1326.53,286.06,42.15
Maharashtra,groundnut,Zaid,14.64,962.28,43.3,36.29
West Bengal,rice,Kharif,5.26,606.17,223.17,44.5
Rajasthan,millet,Zaid,3.3,2487.89,251.68,55.83
Karnataka,coffee,Kharif,9.39,1470.71,237.39,39.15
Andhra Pradesh,tea,Rabi,15.74,1495.34,126.71,40.1
West Bengal,pulses,Kharif,2.97,385.92,233.32,25.83
Odisha,tea,Rabi,17.75,460.69,266.19,32.7
Telangana,coriander,Kharif,1.98,1499.28,113.34,33.29
Kerala,tea,Rabi,9.7,2997.1,347.96,56.78
Telangana,turmeric,Rabi,16.22,2547.5,89.47,53.79
Telangana,chilli,Kharif,12.28,1334.18,306.71,44.22
Madhya Pradesh,turmeric,Rabi,16.72,1782.76,185.49,46.54
Rajasthan,maize,Zaid,11.69,2414.51,173.66,50.87
Bihar,soybean,Rabi,6.75,2388.89,55.09,42.12
Madhya Pradesh,turmeric,Kharif,18.89,2795.64,276.16,54.62
Uttar Pradesh,pulses,Rabi,16.04,1992.93,125.35,32.4
Kerala,groundnut,Rabi,11.04,1054.99,256.64,40.12
Punjab,soybean,Zaid,3.48,366.44,279.78,36.87
Assam,maize,Kharif,7.96,649.66,257.39,35.87
Andhra Pradesh,maize,Zaid,7.27,2730.74,41.55,45.49
Tamil Nadu,cumin,Rabi,7.3,494.58,150.34,24.05
Uttar Pradesh,tea,Rabi,1.89,1117.45,162.25,36.43
Haryana,cotton,Kharif,15.96,2267.17,198.95,37.44
Haryana,groundnut,Zaid,19.7,1545.85,228.62,48.0
Rajasthan,sugarcane,Zaid,7.16,2617.54,107.78,97.72
Punjab,millet,Rabi,8.39,2051.36,73.16,39.45
Haryana,cumin,Kharif,18.99,1107.97,171.56,26.45
Kerala,tea,Rabi,18.73,616.85,349.56,36.09
Odisha,soybean,Zaid,17.39,1338.36,80.98,38.29
Madhya Pradesh,tea,Zaid,16.01,2557.88,179.23,40.24
Rajasthan,chilli,Kharif,16.72,2552.71,80.35,45.66
Andhra Pradesh,tea,Zaid,2.94,645.29,318.87,33.89
Bihar,wheat,Rabi,9.44,1603.09,297.37,52.49
Karnataka,chilli,Zaid,8.77,2054.65,314.09,45.18
Uttar Pradesh,wheat,Rabi,9.08,2867.82,241.99,58.71
Tamil Nadu,cumin,Kharif,13.25,1112.52,45.82,23.21
Kerala,wheat,Kharif,6.2,1850.61,175.35,56.48
Telangana,cumin,Kharif,11.52,2376.5,164.29,39.26
Karnataka,pulses,Zaid,7.58,2624.31,76.92,36.8
Telangana,turmeric,Rabi,17.94,2178.93,233.23,50.95
Haryana,wheat,Zaid,18.57,2753.09,254.76,61.21
Karnataka,tea,Kharif,1.14,2382.48,107.2,37.49
Bihar,wheat,Rabi,12.84,393.81,66.48,33.63
Punjab,tea,Zaid,3.85,2432.46,157.17,46.57
Rajasthan,soybean,Zaid,1.93,416.85,68.5,30.41
Tamil Nadu,ginger,Zaid,7.66,1722.04,180.13,47.53
Madhya Pradesh,wheat,Kharif,5.98,372.13,169.17,34.99
Rajasthan,cotton,Kharif,4.75,1444.09,179.6,38.01
Madhya Pradesh,millet,Rabi,7.47,2326.99,169.24,48.09
Karnataka,ginger,Kharif,5.58,2306.33,285.44,57.73
Assam,chilli,Kharif,12.56,532.89,107.07,30.41
Odisha,ginger,Zaid,12.71,2052.48,337.4,54.51
Uttar Pradesh,turmeric,Kharif,4.54,2742.59,72.74,49.15
Uttar Pradesh,coriander,Zaid,7.04,1519.97,308.97,40.24
Bihar,rice,Zaid,18.9,718.23,126.14,42.45
Uttar Pradesh,groundnut,Kharif,13.21,1087.65,253.55,43.82
Andhra Pradesh,tea,Rabi,5.39,1072.08,186.62,34.81
Karnataka,turmeric,Kharif,1.33,2850.39,131.08,53.57
Maharashtra,wheat,Zaid,4.57,1469.8,340.89,51.38
West Bengal,groundnut,Rabi,1.33,1787.09,102.84,41.45
Kerala,soybean,Zaid,15.94,1622.33,66.0,42.37
Andhra Pradesh,cotton,Rabi,11.92,1195.75,258.62,43.62
West Bengal,maize,Kharif,2.73,1404.41,170.97,43.96
Bihar,coriander,Kharif,19.6,1133.35,121.83,32.47
Karnataka,ginger,Zaid,3.01,410.71,118.14,26.62
Karnataka,chilli,Zaid,6.29,1871.25,78.1,43.45
Kerala,soybean,Kharif,16.46,487.63,146.02,31.51
Rajasthan,pulses,Rabi,12.23,1426.04,263.5,36.31
West Bengal,cumin,Kharif,14.56,2362.31,182.26,33.73
Haryana,soybean,Rabi,9.84,1637.22,92.35,43.24
West Bengal,rice,Zaid,5.22,2812.69,194.22,62.14
Punjab,soybean,Rabi,10.67,1812.69,249.0,42.72
Maharashtra,chilli,Rabi,14.47,885.51,300.5,40.83
Madhya Pradesh,rice,Rabi,15.1,2147.63,212.13,59.52
Telangana,groundnut,Rabi,8.63,2555.86,306.03,56.14
Punjab,coriander,Zaid,19.38,1212.6,218.88,28.62
Haryana,rice,Rabi,2.73,619.55,65.15,35.93
Assam,tea,Zaid,10.5,1867.85,348.25,44.11
Assam,cumin,Rabi,13.31,1087.49,142.52,26.32
Rajasthan,sugarcane,Zaid,6.29,2153.17,261.57,97.58
Telangana,millet,Zaid,19.43,1441.97,309.15,44.4
Punjab,wheat,Rabi,5.51,1039.17,215.71,45.49
Odisha,coriander,Zaid,19.71,1453.49,249.23,34.05
Madhya Pradesh,rice,Zaid,12.59,835.35,115.88,34.85
West Bengal,rice,Rabi,18.55,2578.38,156.03,57.32
Maharashtra,soybean,Zaid,7.09,1111.92,162.05,40.06
Assam,cumin,Kharif,8.82,1116.28,145.01,32.78
West Bengal,wheat,Zaid,11.55,357.9,146.49,36.21
Punjab,wheat,Zaid,5.62,1335.17,337.45,52.95
Tamil Nadu,chilli,Rabi,6.69,1291.47,270.63,43.0
Haryana,groundnut,Kharif,4.13,2201.57,49.15,44.83
Uttar Pradesh,pulses,Zaid,16.9,314.28,102.83,25.83
Uttar Pradesh,cumin,Zaid,19.45,2877.88,252.32,46.73
Bihar,wheat,Kharif,10.2,2709.73,78.14,54.79
West Bengal,coriander,Kharif,14.09,360.54,256.87,34.17
Rajasthan,millet,Kharif,3.89,1426.33,322.99,48.81
Telangana,chilli,Zaid,2.07,1076.09,276.99,39.74
Punjab,millet,Kharif,7.8,1796.61,182.17,44.42
Odisha,coriander,Kharif,16.7,1329.44,347.3,46.17
Karnataka,cumin,Rabi,1.29,1335.52,329.91,42.86
Odisha,turmeric,Zaid,6.81,2729.97,169.83,51.92
Telangana,coriander,Kharif,7.93,2913.24,255.99,49.15
Bihar,chilli,Rabi,10.03,1030.19,117.66,37.46
Uttar Pradesh,millet,Zaid,10.53,1242.25,291.98,42.29
Haryana,rice,Kharif,13.19,1919.34,301.95,61.34
Tamil Nadu,tea,Zaid,7.15,1248.74,321.87,36.15
Bihar,chilli,Kharif,11.56,2134.57,301.29,50.67
Punjab,rice,Rabi,10.45,684.98,237.83,43.81
Karnataka,pulses,Kharif,2.24,2421.45,233.75,47.58
Uttar Pradesh,maize,Rabi,2.75,1281.56,74.3,34.83
Karnataka,rice,Zaid,9.16,1299.86,345.21,53.81
Maharashtra,coriander,Rabi,17.59,1206.48,119.82,29.39
Maharashtra,cotton,Rabi,5.47,2394.36,89.95,35.87
Telangana,millet,Zaid,1.13,1629.29,44.46,40.82
Punjab,soybean,Rabi,11.15,2127.08,342.07,48.9
Rajasthan,pulses,Zaid,16.88,2935.91,310.46,54.1
Bihar,turmeric,Kharif,19.53,1713.62,199.5,48.34
Uttar Pradesh,rice,Zaid,3.74,2629.85,172.27,59.16
Madhya Pradesh,rice,Zaid,14.69,802.91,303.16,50.57
Kerala,pulses,Kharif,7.33,901.94,299.24,37.19
Andhra Pradesh,rice,Zaid,16.89,1712.78,276.43,50.55
Uttar Pradesh,chilli,Rabi,10.81,1949.42,156.98,46.15
Karnataka,tea,Kharif,18.66,636.39,161.36,30.83
Rajasthan,pulses,Rabi,12.71,2263.38,147.59,34.21
Maharashtra,turmeric,Rabi,2.65,1294.4,231.49,49.68
Uttar Pradesh,rice,Zaid,7.41,399.37,130.2,40.11
Telangana,cumin,Kharif,9.38,508.12,139.75,22.05
Assam,turmeric,Kharif,2.8,556.97,205.54,36.86
Punjab,sugarcane,Zaid,17.65,2860.07,212.9,101.41
Maharashtra,soybean,Rabi,9.04,1426.39,128.15,38.65
Bihar,rice,Zaid,8.63,1885.72,312.92,55.49
Bihar,cumin,Rabi,10.4,2932.19,319.98,51.49
Karnataka,rice,Zaid,6.26,2765.38,337.23,69.4
Karnataka,cotton,Kharif,12.25,403.78,281.87,35.91
Maharashtra,cumin,Rabi,11.14,2812.13,234.65,43.67
Rajasthan,chilli,Zaid,4.64,634.62,307.2,42.55
Punjab,cumin,Rabi,17.75,1634.94,41.7,30.32
Karnataka,cotton,Rabi,11.23,524.71,134.18,26.94
Kerala,millet,Kharif,5.14,2172.39,177.94,43.09
West Bengal,soybean,Kharif,4.21,1962.52,291.6,54.39
Tamil Nadu,sugarcane,Rabi,3.46,2491.98,210.92,98.67
Haryana,chilli,Zaid,13.92,469.47,238.56,30.0
Karnataka,rice,Rabi,4.17,2074.22,198.22,54.86
Andhra Pradesh,wheat,Zaid,15.44,1333.6,94.92,39.8
Rajasthan,ginger,Rabi,3.62,2886.67,83.8,49.98
Andhra Pradesh,cumin,Kharif,14.38,603.86,171.82,28.35
Punjab,rice,Rabi,10.88,821.78,319.54,46.11
Uttar Pradesh,maize,Zaid,13.63,2168.69,64.71,41.82
Telangana,ginger,Kharif,18.87,2674.63,200.84,51.67
Andhra Pradesh,pulses,Kharif,9.35,2210.21,92.1,37.85
Punjab,ginger,Zaid,13.24,2779.07,66.11,52.96
West Bengal,pulses,Kharif,6.44,641.3,41.26,24.23
Odisha,cotton,Zaid,5.4,2615.64,117.99,53.02
Rajasthan,ginger,Zaid,15.62,2150.93,165.5,43.9
West Bengal,rice,Kharif,5.42,1622.57,324.67,60.96
Rajasthan,pulses,Rabi,6.54,1956.0,96.24,30.09
Uttar Pradesh,rice,Rabi,11.28,669.65,158.18,43.52
