N,P,K,temperature,humidity,ph,rainfall,label
112,55,42,20.73,78.07,5.45,300.36,tea
93,46,40,21.18,72.01,4.67,257.27,tea
104,45,59,29.0,78.57,5.43,245.4,tea
89,49,54,27.44,84.95,5.0,293.51,tea
94,47,42,20.9,87.19,4.75,340.3,tea
101,45,54,20.38,88.69,5.09,325.61,tea
116,43,54,27.91,85.36,5.1,315.35,tea
115,57,57,26.2,71.0,4.9,257.8,tea
84,57,59,20.89,84.2,4.55,218.32,tea
113,53,50,22.04,74.33,4.84,310.09,tea
88,53,51,29.18,84.29,5.35,324.02,tea
113,57,41,28.3,80.76,5.46,241.6,tea
103,47,47,22.52,73.4,4.79,332.68,tea
88,45,44,21.02,88.93,5.44,202.41,tea
85,40,55,22.3,85.19,4.77,213.97,tea
102,45,50,21.57,86.7,4.52,301.28,tea
100,47,57,24.65,85.2,5.12,244.17,tea
83,51,54,26.36,76.36,5.18,260.16,tea
114,49,43,21.46,83.4,5.19,284.6,tea
116,54,58,19.52,70.01,5.22,239.73,tea
86,49,43,19.56,62.31,6.44,152.34,coffee
86,46,46,19.96,67.29,5.68,254.04,coffee
78,44,51,15.41,79.17,5.55,207.7,coffee
80,47,40,19.4,61.79,5.68,285.88,coffee
95,46,51,24.99,69.02,5.99,251.31,coffee
71,42,40,22.86,64.47,6.1,267.27,coffee
75,45,45,16.03,70.6,6.39,238.35,coffee
73,57,50,25.03,69.96,5.73,180.93,coffee
96,56,44,22.2,70.68,6.33,278.05,coffee
84,57,41,26.76,72.01,6.14,230.74,coffee
99,50,59,25.57,64.28,6.2,212.22,coffee
85,58,43,20.83,74.98,6.07,162.7,coffee
70,53,50,26.22,79.32,6.36,156.92,coffee
80,51,44,20.59,71.43,5.9,224.39,coffee
89,48,44,17.06,66.57,6.39,287.07,coffee
72,51,53,21.31,73.3,6.21,245.15,coffee
78,54,45,23.82,79.31,5.62,296.94,coffee
97,59,58,25.06,60.52,6.09,287.25,coffee
99,52,46,26.45,63.47,6.11,183.43,coffee
98,54,42,16.2,73.78,5.59,186.41,coffee
95,59,42,24.23,60.71,5.52,191.06,coffee
82,48,53,18.01,64.89,6.24,217.76,coffee
73,42,46,27.97,73.65,5.71,159.96,coffee
86,43,50,22.79,79.27,5.84,214.45,coffee
82,48,51,19.48,75.29,6.26,161.49,coffee
78,59,55,22.26,64.85,6.33,238.2,coffee
84,44,40,25.06,75.85,6.19,265.23,coffee
80,52,40,24.21,62.48,6.08,220.14,coffee
83,42,44,16.4,75.62,5.7,210.78,coffee
96,57,43,24.15,75.15,5.55,186.67,coffee
74,51,48,20.37,76.41,6.13,150.41,coffee
74,51,43,25.49,79.16,5.86,223.05,coffee
92,42,54,22.94,77.82,6.02,171.66,coffee
87,53,45,24.35,73.18,6.47,192.78,coffee
78,51,51,25.28,69.98,5.7,156.51,coffee
89,58,45,25.68,65.67,6.38,296.58,coffee
86,54,47,20.56,73.6,5.82,175.76,coffee
71,57,42,26.87,78.57,5.67,231.49,coffee
81,50,58,21.59,76.15,6.25,176.05,coffee
90,41,54,17.51,63.53,5.56,254.1,coffee
70,56,48,27.08,77.53,6.27,248.63,coffee
97,43,44,27.82,75.09,5.96,167.84,coffee
72,57,51,19.07,69.17,5.88,150.69,coffee
87,51,49,26.2,79.38,5.71,299.88,coffee
71,40,41,15.43,74.49,6.13,184.35,coffee
82,40,43,18.62,62.72,5.63,275.23,coffee
99,43,40,27.72,63.87,5.69,174.6,coffee
91,43,51,20.06,69.26,6.2,179.78,coffee
84,42,46,25.16,78.79,5.88,214.24,coffee
70,46,56,22.2,70.17,5.9,159.57,coffee
97,43,43,16.88,61.08,6.12,241.53,coffee
80,50,47,21.95,65.9,5.77,206.24,coffee
92,41,51,26.72,62.14,6.0,172.69,coffee
99,56,48,23.7,78.07,6.48,277.55,coffee
86,46,48,17.21,73.96,5.82,280.53,coffee
96,48,49,21.38,77.5,6.09,217.58,coffee
86,50,55,17.31,63.51,6.31,285.74,coffee
89,48,59,15.35,79.17,5.59,207.6,coffee
72,48,44,21.58,65.11,6.12,294.91,coffee
86,48,52,20.88,65.63,5.51,247.01,coffee
96,57,49,26.9,72.13,6.3,281.61,coffee
83,47,57,22.77,73.63,6.15,266.5,coffee
84,47,42,17.48,63.99,5.84,218.83,coffee
79,46,41,27.73,78.17,6.35,248.56,coffee
88,56,56,25.91,67.45,5.93,291.69,coffee
88,57,57,24.55,77.28,6.09,155.58,coffee
91,41,45,27.85,68.45,6.42,255.42,coffee
75,58,43,27.78,75.01,5.77,266.08,coffee
83,51,52,16.16,74.93,6.47,284.12,coffee
89,53,57,24.55,72.4,6.0,202.01,coffee
70,53,56,21.55,60.89,5.54,202.02,coffee
80,54,46,19.12,67.05,5.62,260.08,coffee
98,55,56,24.81,61.62,6.37,154.44,coffee
73,52,55,18.11,76.76,6.44,159.25,coffee
71,46,53,20.27,63.82,5.74,274.64,coffee
92,46,57,15.07,63.87,5.8,150.38,coffee
78,43,43,16.55,73.02,5.77,236.12,coffee
77,47,44,22.62,65.89,5.69,228.29,coffee
76,57,45,17.49,71.22,6.49,245.57,coffee
92,44,46,26.06,66.07,6.33,231.78,coffee
90,48,51,20.64,64.11,5.68,252.2,coffee
84,55,59,18.15,76.19,5.64,255.36,coffee
90,56,45,25.35,62.93,6.2,217.77,coffee
95,58,56,17.67,77.73,5.58,199.42,coffee
71,55,58,22.01,60.69,5.87,165.23,coffee
86,55,56,19.84,70.97,6.07,295.46,coffee
92,46,43,20.58,75.95,5.61,225.73,coffee
72,57,58,21.23,67.62,5.87,212.47,coffee
93,55,54,23.23,69.98,6.43,287.21,coffee
96,53,42,16.66,78.55,5.68,237.38,coffee
98,59,41,17.69,66.53,6.17,191.49,coffee
97,59,50,18.94,64.98,6.13,223.82,coffee
88,49,52,16.76,68.78,6.17,280.03,coffee
83,54,51,27.95,66.67,6.47,175.95,coffee
83,55,43,24.89,71.49,5.62,230.74,coffee
73,54,48,19.01,70.85,5.59,173.74,coffee
72,57,43,21.21,64.78,6.43,236.93,coffee
82,50,56,26.15,70.06,6.05,214.23,coffee
99,46,57,23.3,72.1,6.12,272.7,coffee
96,46,44,23.21,70.85,5.61,205.75,coffee
76,42,44,21.57,67.76,5.54,276.44,coffee
74,42,56,23.24,71.97,5.56,245.3,coffee
93,40,51,22.43,76.89,5.74,261.35,coffee
82,44,53,20.22,72.07,6.08,159.72,coffee
85,43,42,16.83,69.53,5.85,248.64,coffee
85,51,58,26.26,69.01,5.92,225.77,coffee
78,47,59,23.69,64.8,6.47,207.57,coffee
81,52,53,17.27,60.78,5.87,291.09,coffee
78,53,57,25.73,60.42,5.83,274.05,coffee
80,46,56,19.57,64.87,6.31,163.07,coffee
84,53,50,22.02,72.96,6.4,173.17,coffee
84,44,43,26.18,68.86,5.93,206.86,coffee
87,46,40,26.98,64.6,6.44,279.78,coffee
99,47,52,20.19,65.44,5.73,150.09,coffee
93,59,47,25.47,79.28,6.38,179.81,coffee
76,47,44,15.91,72.37,5.83,209.89,coffee
77,48,44,17.81,79.17,6.09,252.42,coffee
86,48,40,17.24,64.34,5.91,150.77,coffee
85,55,57,18.27,72.99,5.72,180.27,coffee
98,49,44,24.78,69.75,6.4,185.09,coffee
77,53,54,26.25,65.86,6.13,224.09,coffee
89,59,49,18.04,78.14,5.8,277.29,coffee
89,50,58,27.03,66.52,6.14,253.85,coffee
91,40,48,20.26,71.56,5.68,194.13,coffee
73,55,54,27.01,62.29,5.86,228.06,coffee
76,47,44,27.17,67.4,5.77,282.4,coffee
74,44,45,23.19,63.98,5.99,288.65,coffee
83,50,41,23.98,75.98,6.05,286.77,coffee
97,42,53,25.2,70.84,6.35,271.83,coffee
78,59,40,17.89,78.25,5.7,243.73,coffee
70,43,59,21.59,77.67,5.87,156.47,coffee
90,43,50,17.46,72.54,5.93,252.68,coffee
71,42,54,19.14,79.33,5.58,214.2,coffee
90,44,50,21.68,76.36,5.91,222.28,coffee
92,44,44,16.42,67.22,6.37,266.58,coffee
70,47,50,23.45,72.32,6.33,197.42,coffee
99,44,50,24.55,75.93,6.48,257.71,coffee
96,49,51,25.17,70.65,5.68,204.7,coffee
92,51,56,17.77,66.21,6.4,164.26,coffee
91,47,44,27.36,66.75,5.82,292.38,coffee
74,42,43,25.6,69.35,5.53,292.29,coffee
81,45,40,15.12,70.11,5.74,268.63,coffee
96,55,52,19.07,68.04,5.57,185.73,coffee
88,47,53,15.33,74.65,6.11,153.76,coffee
95,59,40,27.57,70.26,6.29,159.67,coffee
77,43,48,15.77,66.76,6.48,219.17,coffee
87,57,54,22.45,63.29,6.47,206.04,coffee
89,48,49,18.56,66.5,5.52,294.02,coffee
81,50,44,21.5,75.23,5.53,163.7,coffee
95,57,57,28.0,61.44,5.55,280.49,coffee
81,47,47,21.88,76.97,6.35,218.04,coffee
91,49,51,24.61,61.74,5.58,263.22,coffee
84,43,45,21.4,65.18,5.65,163.78,coffee
81,50,55,22.25,63.38,6.18,218.03,coffee
77,45,47,25.63,60.32,6.35,246.88,coffee
77,52,56,26.93,69.87,6.06,155.45,coffee
70,58,43,24.21,78.67,6.42,216.68,coffee
92,48,57,15.9,65.02,5.56,204.99,coffee
94,44,54,15.8,72.36,6.37,212.02,coffee
92,54,46,19.53,67.35,5.58,209.26,coffee
71,56,59,26.84,77.31,5.79,231.82,coffee
98,42,43,19.93,61.61,6.18,174.92,coffee
73,45,55,16.68,77.89,6.16,225.32,coffee
74,55,57,15.11,66.95,5.73,204.22,coffee
90,55,46,26.73,66.07,6.12,291.09,coffee
95,46,41,17.04,70.26,5.57,243.2,coffee
89,43,43,27.59,61.75,5.86,229.52,coffee
90,52,55,25.17,67.49,5.84,165.59,coffee
76,40,50,18.98,73.23,5.81,249.54,coffee
79,43,43,16.74,66.28,6.42,208.25,coffee
77,58,42,25.59,61.74,6.2,284.31,coffee
96,52,42,27.52,71.26,5.77,283.92,coffee
76,47,58,25.06,62.79,5.8,185.15,coffee
72,48,41,20.19,75.98,5.96,263.34,coffee
91,40,55,15.34,74.71,6.47,152.78,coffee
86,56,49,18.35,68.88,5.58,174.74,coffee
71,53,58,27.72,69.2,6.01,160.89,coffee
96,51,40,20.69,76.9,5.96,181.61,coffee
86,56,55,17.97,60.13,5.67,240.97,coffee
97,41,55,24.07,78.21,6.08,204.74,coffee
95,58,52,23.95,67.64,6.08,197.35,coffee
92,42,49,16.1,75.44,5.78,160.85,coffee
97,56,53,27.72,63.97,6.02,159.0,coffee
81,47,40,16.57,66.95,6.14,268.06,coffee
91,54,41,23.71,73.0,5.98,171.83,coffee
84,41,47,26.27,62.34,5.89,272.38,coffee
82,49,59,22.07,64.95,6.27,294.9,coffee
79,54,44,24.19,63.28,6.29,262.68,coffee
73,56,55,22.07,62.41,5.53,238.35,coffee
85,56,46,18.57,73.94,6.37,195.42,coffee
80,48,53,22.94,69.13,6.03,210.25,coffee
98,50,56,25.39,60.39,5.85,165.13,coffee
82,40,51,18.65,65.95,5.6,209.86,coffee
91,52,47,17.96,77.11,5.89,266.19,coffee
89,44,50,24.84,71.93,6.27,225.67,coffee
85,40,42,19.94,77.41,6.35,232.42,coffee
85,57,53,22.47,75.91,6.09,278.96,coffee
91,45,58,20.51,69.64,5.95,180.89,coffee
76,42,52,25.1,75.16,5.79,248.48,coffee
88,47,53,20.26,65.5,6.1,280.78,coffee
90,42,42,26.26,70.61,5.56,286.03,coffee
79,47,45,26.26,74.5,6.05,170.84,coffee
84,40,44,16.32,63.48,6.12,247.24,coffee
73,43,50,16.59,76.55,6.45,217.6,coffee
81,49,42,27.62,74.26,6.19,256.63,coffee
78,41,53,21.86,65.44,6.09,283.36,coffee
84,56,40,15.01,77.51,6.1,197.21,coffee
78,52,53,16.82,75.12,5.8,281.09,coffee
82,55,43,22.55,78.15,5.73,248.19,coffee
84,47,59,21.41,70.26,6.39,224.66,coffee
73,51,45,22.55,65.57,5.64,212.09,coffee
72,44,54,19.2,63.39,6.22,218.55,coffee
71,50,51,22.94,73.79,6.48,299.23,coffee
98,47,46,18.94,60.65,5.65,237.4,coffee
93,44,58,22.53,79.81,6.18,224.75,coffee
71,46,45,20.56,70.9,6.04,260.1,coffee
80,46,47,21.12,67.01,6.5,216.26,coffee
84,42,54,17.8,77.0,6.4,246.64,coffee
97,57,56,18.63,74.23,6.32,178.29,coffee
94,45,52,26.64,75.74,5.58,246.45,coffee
86,43,45,19.32,69.59,6.02,191.94,coffee
87,58,49,26.1,63.03,6.44,291.54,coffee
73,51,40,20.94,67.2,6.29,231.93,coffee
75,45,40,23.49,61.52,5.73,188.05,coffee
88,59,56,22.89,63.34,6.07,247.89,coffee
88,49,42,20.68,67.11,6.19,290.63,coffee
75,57,43,21.9,75.65,5.91,264.78,coffee
88,49,49,21.33,68.31,6.13,151.47,coffee
70,54,47,22.29,67.65,5.71,249.81,coffee
93,45,47,18.84,79.18,5.97,162.05,coffee
89,45,45,23.32,75.36,6.47,183.68,coffee
82,43,50,22.88,73.86,5.73,232.75,coffee
91,46,48,19.45,75.24,5.51,268.39,coffee
71,52,48,23.11,72.19,5.87,282.12,coffee
89,42,40,16.53,75.17,5.83,217.77,coffee
83,45,54,17.44,63.11,6.16,175.84,coffee
81,51,47,20.43,60.82,6.09,251.77,coffee
86,49,46,24.03,73.84,6.16,271.35,coffee
77,57,59,27.31,71.72,6.13,170.09,coffee
97,53,43,25.26,67.55,5.91,206.53,coffee
85,47,52,20.37,63.0,6.01,194.52,coffee
91,56,49,18.11,73.73,6.02,166.3,coffee
85,42,49,25.37,74.43,6.45,207.64,coffee
78,48,40,19.32,71.54,6.18,241.45,coffee
72,50,57,22.2,72.22,5.7,185.73,coffee
85,44,40,22.09,74.76,5.76,187.5,coffee
89,47,52,26.76,62.7,5.72,179.38,coffee
79,51,52,17.21,79.99,6.07,187.12,coffee
81,52,58,20.12,73.39,5.68,167.78,coffee
70,41,49,24.33,68.13,6.23,255.95,coffee
59,46,49,28.85,57.08,6.91,104.26,groundnut
64,31,49,22.08,54.98,6.23,97.76,groundnut
52,45,36,26.93,57.43,6.88,99.51,groundnut
52,32,45,25.33,53.13,6.15,88.75,groundnut
53,48,41,24.26,60.16,6.11,108.48,groundnut
48,32,47,22.97,65.72,6.83,83.16,groundnut
65,43,34,24.41,64.45,6.42,58.49,groundnut
64,30,42,25.48,52.88,6.13,93.28,groundnut
41,43,44,27.33,60.24,7.42,77.18,groundnut
62,32,33,21.52,65.05,6.24,55.35,groundnut
40,30,34,21.05,69.52,6.75,72.24,groundnut
52,46,36,29.05,54.12,7.37,95.84,groundnut
59,35,37,29.09,60.19,6.4,78.64,groundnut
43,37,43,20.99,64.95,7.36,100.55,groundnut
47,44,30,24.43,59.17,6.39,102.5,groundnut
61,39,47,22.18,54.33,6.91,94.64,groundnut
64,30,38,29.34,69.91,6.52,79.41,groundnut
41,41,43,27.4,52.65,7.46,88.2,groundnut
51,35,49,23.12,68.39,6.68,72.49,groundnut
48,31,45,24.31,59.73,7.31,106.22,groundnut
61,45,35,21.56,64.21,7.48,84.09,groundnut
47,47,39,21.61,52.72,7.28,83.06,groundnut
56,49,48,23.03,63.73,7.42,92.33,groundnut
56,48,44,21.65,60.95,6.61,89.01,groundnut
53,46,48,26.55,57.57,7.0,77.47,groundnut
62,39,41,26.16,60.31,7.23,116.02,groundnut
53,44,37,25.68,68.35,7.09,82.26,groundnut
51,41,30,29.71,67.64,6.14,117.06,groundnut
66,40,39,29.36,56.73,7.27,94.96,groundnut
62,33,38,23.46,57.79,6.34,80.95,groundnut
61,49,47,23.0,63.6,7.46,53.5,groundnut
67,46,42,29.08,68.28,6.55,102.53,groundnut
59,43,33,26.08,66.8,6.83,86.36,groundnut
56,38,32,21.89,64.3,6.21,67.93,groundnut
44,30,44,29.72,69.57,7.32,64.96,groundnut
40,48,37,20.99,51.1,6.38,91.88,groundnut
59,41,39,27.26,52.58,6.57,70.08,groundnut
47,35,43,28.09,60.14,6.96,111.71,groundnut
57,42,41,28.73,51.96,7.32,65.8,groundnut
44,45,43,27.32,58.73,7.47,63.49,groundnut
56,31,42,28.13,58.72,6.87,62.6,groundnut
46,30,48,22.39,51.98,6.98,90.32,groundnut
68,48,47,29.62,50.63,6.0,73.76,groundnut
66,47,45,23.72,69.43,6.67,61.48,groundnut
42,32,37,21.23,58.63,6.6,104.21,groundnut
55,35,41,24.23,66.64,6.24,59.34,groundnut
40,43,47,27.14,55.6,6.74,88.58,groundnut
58,43,46,26.43,59.58,6.82,105.73,groundnut
46,40,39,27.29,50.12,6.0,92.55,groundnut
67,36,44,26.48,62.51,7.05,72.35,groundnut
47,43,46,28.86,54.84,6.69,57.84,groundnut
55,39,48,21.41,66.18,7.39,70.95,groundnut
51,38,49,23.35,62.2,6.25,99.1,groundnut
43,39,36,29.4,61.34,7.5,76.68,groundnut
58,39,30,29.82,68.74,6.87,112.48,groundnut
54,42,41,20.52,68.87,7.02,104.78,groundnut
48,30,36,23.14,60.77,6.56,88.17,groundnut
53,31,44,26.45,63.38,6.48,78.91,groundnut
55,36,46,23.96,51.88,6.13,115.23,groundnut
68,41,41,25.76,61.83,6.31,62.3,groundnut
46,49,47,29.18,66.84,7.46,79.43,groundnut
42,42,35,27.65,55.1,7.02,58.48,groundnut
67,43,37,23.14,69.73,6.75,66.58,groundnut
64,35,43,21.02,69.75,6.78,94.17,groundnut
64,37,43,20.45,52.72,6.98,108.0,groundnut
46,45,35,24.47,54.6,7.26,66.05,groundnut
58,43,43,29.87,57.65,6.82,60.93,groundnut
48,30,44,24.33,55.29,6.13,68.77,groundnut
58,34,39,28.29,56.13,7.15,104.98,groundnut
46,39,31,27.29,51.27,7.07,80.05,groundnut
53,31,40,29.02,55.56,6.75,115.88,groundnut
67,46,42,28.9,60.74,6.84,116.35,groundnut
57,42,44,21.64,51.61,6.99,83.57,groundnut
61,39,49,27.32,54.97,7.32,85.68,groundnut
50,38,40,27.9,57.48,7.19,86.29,groundnut
45,31,34,28.18,63.7,7.3,91.27,groundnut
44,39,38,25.33,62.63,7.46,106.9,groundnut
58,41,44,24.93,66.79,6.19,73.78,groundnut
53,46,31,29.87,56.12,7.18,111.06,groundnut
65,42,33,27.31,61.48,7.46,53.47,groundnut
55,33,44,21.88,60.28,7.2,61.85,groundnut
60,32,39,26.08,57.81,7.39,118.88,groundnut
66,32,43,20.34,63.5,6.26,73.24,groundnut
41,41,39,22.04,50.83,7.28,70.27,groundnut
60,33,36,23.11,51.54,6.48,92.38,groundnut
69,37,45,26.84,63.6,6.36,67.57,groundnut
46,49,41,20.58,57.54,7.22,103.75,groundnut
60,41,41,27.46,69.06,7.02,62.45,groundnut
67,34,39,28.27,68.8,6.36,50.08,groundnut
42,43,49,22.39,68.69,7.17,118.76,groundnut
64,42,36,26.84,60.16,6.06,105.95,groundnut
49,39,30,25.04,62.71,6.71,96.03,groundnut
56,43,46,23.9,54.11,7.24,53.99,groundnut
65,36,45,29.23,54.14,6.47,58.71,groundnut
53,49,35,28.55,55.69,7.3,101.9,groundnut
60,39,32,22.86,69.47,6.66,104.21,groundnut
50,30,39,29.78,62.8,6.95,111.06,groundnut
46,49,47,20.09,68.05,6.49,73.67,groundnut
63,35,39,28.42,61.36,6.66,78.82,groundnut
50,33,48,22.02,68.78,6.85,83.63,groundnut
46,32,38,21.34,59.02,6.19,107.61,groundnut
59,38,35,20.38,63.31,6.18,110.09,groundnut
40,37,31,25.05,68.23,7.29,69.29,groundnut
54,34,40,28.54,69.93,6.09,63.4,groundnut
60,41,35,27.1,67.12,6.46,75.72,groundnut
41,49,44,25.84,68.83,6.85,62.69,groundnut
64,32,32,22.7,52.41,6.4,70.33,groundnut
58,45,30,21.56,66.0,6.13,95.61,groundnut
68,42,31,28.09,67.78,7.02,111.26,groundnut
69,34,42,25.23,56.67,6.44,117.54,groundnut
40,41,34,20.72,60.82,7.42,70.03,groundnut
53,36,46,28.76,65.53,7.32,74.99,groundnut
42,46,39,24.62,59.97,6.58,59.44,groundnut
64,31,39,22.94,65.38,7.32,99.87,groundnut
65,39,32,26.3,60.21,6.89,69.99,groundnut
50,46,45,22.24,68.35,6.08,55.56,groundnut
55,49,34,26.0,59.38,6.04,75.65,groundnut
51,35,39,25.33,57.01,6.75,61.39,groundnut
44,40,36,29.2,59.97,6.31,78.52,groundnut
40,44,37,27.19,59.98,6.56,80.62,groundnut
44,35,43,29.42,58.79,6.08,77.66,groundnut
56,44,38,26.29,50.2,7.46,81.36,groundnut
48,34,39,21.95,59.9,6.18,81.25,groundnut
66,43,48,23.58,62.67,6.38,85.47,groundnut
46,31,43,23.71,69.57,6.78,83.2,groundnut
63,48,43,23.92,62.78,7.36,50.54,groundnut
51,36,45,28.72,58.51,6.89,66.87,groundnut
55,47,37,24.78,68.41,7.06,111.49,groundnut
68,36,40,23.17,59.39,6.3,59.98,groundnut
54,41,42,26.41,67.5,6.89,60.12,groundnut
43,42,38,24.92,54.08,6.56,94.76,groundnut
43,33,48,27.03,60.77,7.0,61.78,groundnut
69,31,47,24.34,67.66,6.05,62.52,groundnut
68,46,48,27.38,51.6,7.33,85.88,groundnut
45,42,45,22.91,56.1,6.35,79.74,groundnut
43,30,33,22.79,65.75,7.46,115.99,groundnut
69,38,48,25.2,62.88,6.57,78.13,groundnut
54,39,30,23.06,56.15,7.35,90.03,groundnut
64,32,30,28.54,63.14,6.55,76.53,groundnut
64,34,32,23.81,59.6,6.92,105.1,groundnut
47,35,32,27.58,58.7,6.53,57.3,groundnut
62,49,37,23.81,55.37,6.99,65.07,groundnut
67,38,43,21.69,52.65,6.88,82.16,groundnut
50,43,33,22.51,64.97,6.88,97.95,groundnut
43,32,39,28.66,69.79,6.9,69.09,groundnut
54,41,48,25.26,55.56,6.02,69.44,groundnut
45,48,30,27.37,62.22,7.13,89.26,groundnut
46,42,48,25.43,69.69,7.23,91.75,groundnut
51,40,39,25.72,61.53,6.01,59.91,groundnut
51,35,38,22.94,59.59,7.29,68.33,groundnut
52,31,43,23.58,62.35,7.16,73.13,groundnut
44,36,47,28.58,67.91,6.09,111.23,groundnut
60,39,36,28.95,67.33,6.31,53.85,groundnut
65,40,32,25.12,55.42,7.08,83.24,groundnut
65,48,32,28.59,53.37,7.34,75.38,groundnut
43,30,45,22.05,62.09,6.67,116.43,groundnut
63,43,31,28.85,56.25,6.48,83.8,groundnut
49,43,31,25.23,52.92,7.01,118.25,groundnut
45,39,38,24.72,67.98,6.74,104.07,groundnut
46,33,48,25.55,69.92,6.76,51.9,groundnut
52,49,47,26.73,54.66,6.83,57.58,groundnut
40,42,37,23.1,62.08,6.07,104.84,groundnut
68,48,37,23.12,57.41,6.04,98.94,groundnut
55,48,38,23.55,68.14,6.09,50.54,groundnut
62,31,47,25.63,52.0,7.25,70.31,groundnut
57,43,46,26.57,57.99,6.5,63.33,groundnut
61,39,45,20.15,53.99,6.74,66.84,groundnut
67,41,47,25.1,66.45,6.62,58.25,groundnut
65,42,34,29.21,57.29,6.85,53.62,groundnut
62,34,45,23.34,57.52,7.29,101.88,groundnut
43,42,40,25.58,62.93,7.39,67.93,groundnut
58,32,33,27.17,69.99,7.22,115.28,groundnut
48,31,44,22.39,53.67,7.34,62.03,groundnut
44,49,40,21.19,50.89,6.82,71.99,groundnut
68,48,42,26.39,58.78,7.38,103.2,groundnut
44,34,46,25.38,58.39,7.45,64.08,groundnut
47,43,39,23.7,50.88,6.25,90.43,groundnut
41,35,46,23.62,50.08,6.79,63.64,groundnut
51,36,33,24.78,67.59,6.8,91.37,groundnut
55,33,46,24.0,62.53,7.13,88.71,groundnut
49,45,38,20.21,55.48,6.69,78.26,groundnut
43,30,47,27.26,60.57,6.34,113.05,groundnut
61,37,32,24.24,64.61,6.39,109.68,groundnut
60,33,48,21.1,64.45,7.35,92.77,groundnut
43,39,43,21.11,61.27,7.12,118.09,groundnut
66,44,49,26.71,62.85,7.1,69.42,groundnut
61,42,37,29.32,54.24,6.76,65.29,groundnut
43,45,37,25.53,67.59,6.36,88.44,groundnut
59,45,35,24.47,55.24,6.56,99.45,groundnut
50,43,34,26.87,68.42,6.8,103.36,groundnut
69,41,38,23.56,66.22,6.25,65.92,groundnut
61,39,41,23.12,64.83,6.09,98.19,groundnut
47,45,41,28.48,54.4,6.72,80.22,groundnut
54,31,44,27.87,62.23,6.35,110.83,groundnut
48,48,47,25.14,67.44,7.34,89.83,groundnut
69,30,44,22.2,61.38,6.85,87.94,groundnut
68,30,33,24.9,58.03,6.18,58.54,groundnut
45,41,49,23.31,56.2,7.18,56.89,groundnut
62,36,47,23.98,68.78,6.34,61.25,groundnut
46,36,41,26.1,63.01,7.13,93.5,groundnut
49,46,37,27.69,54.41,6.13,76.86,groundnut
40,33,48,27.79,63.26,7.45,58.59,groundnut
52,48,34,20.32,65.75,7.24,81.42,groundnut
46,43,32,29.55,51.97,6.96,107.0,groundnut
69,35,31,25.2,57.92,6.7,54.84,groundnut
49,33,42,24.64,53.39,6.59,71.1,groundnut
44,32,37,26.44,56.32,7.12,99.31,groundnut
66,31,41,26.01,59.62,7.14,53.86,groundnut
54,30,32,27.79,67.19,6.76,79.77,groundnut
57,43,40,29.67,68.7,7.27,114.75,groundnut
64,33,44,26.02,58.74,6.42,92.07,groundnut
58,43,34,26.12,60.31,6.83,104.2,groundnut
51,32,37,28.94,62.09,6.64,75.34,groundnut
50,46,42,26.93,64.4,7.05,102.13,groundnut
64,38,30,23.68,56.86,6.63,77.33,groundnut
51,33,40,27.44,51.95,6.51,60.27,groundnut
59,40,36,24.69,67.64,6.91,90.5,groundnut
50,47,32,21.33,63.28,7.29,76.46,groundnut
56,42,44,25.8,67.36,6.86,51.61,groundnut
66,37,39,21.75,56.78,6.7,61.63,groundnut
49,41,40,20.04,52.04,7.37,88.23,groundnut
67,33,48,25.55,52.39,6.2,74.13,groundnut
58,35,38,29.51,53.52,7.3,104.08,groundnut
53,42,49,23.16,60.26,6.71,71.96,groundnut
69,33,32,25.92,68.78,7.36,64.01,groundnut
67,35,33,27.77,63.23,7.07,88.36,groundnut
49,42,46,24.39,59.33,7.01,109.61,groundnut
44,47,36,27.87,62.56,7.28,81.11,groundnut
69,35,35,21.24,59.61,6.31,111.09,groundnut
60,40,49,22.39,53.58,6.93,103.49,groundnut
45,44,45,21.39,62.25,6.04,98.71,groundnut
68,30,30,25.54,51.33,6.19,108.46,groundnut
61,32,36,22.57,62.11,6.83,54.02,groundnut
68,42,46,22.58,68.67,6.03,78.53,groundnut
42,39,37,25.82,63.35,7.48,86.55,groundnut
64,48,45,24.23,68.21,6.03,65.76,groundnut
50,44,42,23.41,65.92,6.78,119.96,groundnut
43,35,32,25.03,57.29,6.94,102.72,groundnut
67,37,42,25.06,59.01,7.32,100.03,groundnut
53,46,48,27.39,52.28,7.09,69.05,groundnut
52,39,47,29.92,64.71,6.76,80.08,groundnut
48,32,49,24.87,57.34,6.07,99.42,groundnut
56,34,40,25.78,51.67,6.58,79.93,groundnut
68,43,40,27.23,56.76,6.13,87.34,groundnut
59,42,41,27.61,66.34,6.76,117.9,groundnut
62,31,35,29.54,62.09,6.0,100.14,groundnut
58,40,46,25.05,56.02,6.93,84.01,groundnut
59,49,49,28.47,65.12,7.42,88.89,groundnut
51,34,38,20.79,53.15,6.21,117.54,groundnut
55,47,38,23.14,69.97,6.52,64.06,groundnut
60,48,42,29.69,55.91,6.8,82.96,soybean
76,32,30,29.91,51.59,6.38,68.12,soybean
55,33,31,22.11,63.76,6.58,134.46,soybean
60,47,36,28.84,58.82,7.36,107.96,soybean
73,44,36,28.45,63.48,6.77,66.7,soybean
52,49,42,21.31,50.65,6.5,66.87,soybean
73,41,31,24.65,56.03,6.64,119.35,soybean
69,33,45,23.8,63.06,7.01,68.82,soybean
